Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,4.3556,(2),791.711,3849.41,3.12341,(36),33.9275,(19),none
1,1.64746,(1),1287.31,2895.72,1.0389,(111),273.386,(3),none
2,7.8785,(4),588.666,1109.04,1.88672,(70),40.2651,(16),none
3,0.267969,(0),3191.89,1104.89,0.960195,(119),169.538,(5),none
4,272.823,(95),100.035,591.62,10.77,(1),97.6692,(11),none
5,6.21202,(3),662.94,518.811,0.445,(137),392.756,(2),none
6,10.3726,(5),513.035,311.002,1.67843,(78),13.765,(29),none
7,65.1549,(28),204.7,308.868,2.4256,(54),13.6097,(30),none
8,18.6883,(8),382.213,278.155,7.3373,(5),1.27893,(102),none
9,40.0931,(17),260.949,211.835,5.3407,(15),1.73311,(91),none
10,52.1881,(22),228.72,185.265,4.3277,(21),3.81608,(60),none
11,47.2156,(20),240.463,180.402,1.8359,(72),13.0611,(31),none
12,13.773,(7),445.222,170.026,1.0025,(117),467.546,(1),none
13,73.6868,(32),192.485,161.077,2.9722,(39),2.79999,(71),none
14,108.861,(43),158.363,128.435,7.309,(6),0.594748,(133),none
15,277.667,(96),99.1582,117.929,9.706,(2),0.643367,(130),none
16,22.8325,(10),345.791,104.787,1.0708,(109),10.1807,(35),none
17,12.1026,(6),474.954,101.748,2.3157,(57),6.09176,(41),none
18,69.182,(29),198.653,98.8752,2.4667,(53),4.47914,(55),none
19,22.1686,(9),350.931,95.1091,1.0138,(115),273.374,(4),none
20,385.383,(118),84.1675,94.5481,11.957,(0),0.350992,(143),none
21,55.538,(23),221.715,91.4456,0.9368,(120),22.9069,(24),none
22,79.9473,(34),184.794,84.5545,5.3695,(14),1.14064,(106),none
23,100.0,(42),165.231,70.0946,3.1891,(33),1.91519,(87),none
24,62.5361,(27),208.942,64.468,0.6527,(132),37.1296,(17),none
25,94.592,(40),169.888,62.226,2.9382,(40),1.62563,(95),none
26,494.647,(144),74.2922,60.6446,7.67,(4),0.539837,(135),none
27,139.119,(53),140.087,57.5251,2.622,(47),2.07125,(81),none
28,127.367,(49),146.407,56.9923,4.264,(23),0.921511,(111),none
29,44.1116,(18),248.779,56.1614,1.4279,(92),6.87462,(39),none
30,34.1003,(15),282.951,54.3833,2.6235,(46),2.31719,(76),none
31,344.709,(111),88.9947,53.9744,5.144,(16),0.815092,(118),none
32,269.828,(94),100.588,53.7176,3.136,(35),1.91656,(86),none
33,372.432,(117),85.6184,53.5491,3.171,(34),2.74906,(72),none
34,29.885,(13),302.248,52.2568,3.9283,(24),1.05375,(108),none
35,75.529,(33),190.123,49.7488,1.0183,(114),129.133,(9),none
36,244.944,(90),105.574,47.9437,6.451,(10),0.480248,(137),none
37,325.262,(107),91.6166,45.5704,2.37,(55),3.38931,(65),none
38,165.684,(62),128.366,45.2583,3.102,(37),1.32226,(100),none
39,338.248,(110),89.8407,45.2287,6.599,(8),0.651201,(128),none
40,82.9144,(35),181.458,44.5111,1.4486,(90),4.29177,(58),none
41,266.154,(93),101.28,44.0361,1.777,(74),4.49458,(54),none
42,133.174,(50),143.18,44.0199,1.444,(91),5.29911,(46),none
43,328.9,(108),91.1085,43.8638,1.461,(89),10.2544,(34),none
44,502.676,(145),73.6965,41.9179,6.594,(9),0.439662,(138),none
45,36.4656,(16),273.621,40.4951,0.4038,(140),45.0795,(15),none
46,439.999,(132),78.7707,39.7873,5.512,(12),0.828542,(117),none
47,332.115,(109),90.6664,39.524,1.585,(83),6.41227,(40),none
48,421.912,(126),80.4414,37.7743,5.376,(13),0.744774,(123),none
49,45.6074,(19),244.666,36.8031,0.5689,(134),24.8715,(22),none
50,58.2388,(25),216.513,36.6833,1.5084,(87),5.95981,(42),none
51,352.476,(112),88.0088,36.6563,4.293,(22),0.855852,(113),none
52,49.2265,(21),235.5,36.4836,0.2984,(144),145.856,(6),none
53,483.922,(143),75.1109,35.3763,4.966,(18),0.844939,(115),none
54,142.31,(54),138.507,34.5944,1.238,(100),4.91175,(50),none
55,196.075,(73),117.999,34.1458,3.779,(25),0.780154,(121),none
56,86.1396,(37),178.028,33.8522,1.4267,(93),5.89037,(43),none
57,286.818,(97),97.5635,33.3568,1.812,(73),4.64274,(53),none
