Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,668.56,(4),65.5842,4625.03,8.517,(23),1665.07,(2),none
1,1548.23,(9),43.0975,4481.4,17.59,(6),865.596,(4),none
2,1209.18,(7),48.7668,4302.43,17.01,(7),739.958,(6),none
3,1276.11,(8),47.4707,4051.55,11.5,(18),1011.46,(3),none
4,135.6,(1),145.626,3956.01,4.797,(27),3175.92,(1),none
5,101.212,(0),168.56,3221.58,2.7442,(29),3746.64,(0),none
6,2905.3,(13),31.4611,1990.3,13.29,(14),404.15,(9),none
7,1147.0,(6),50.0712,1681.74,8.64,(22),543.673,(8),none
8,4381.47,(18),25.6189,1600.74,17.68,(5),264.181,(11),none
9,1103.09,(5),51.0581,1579.75,6.42,(25),642.55,(7),none
10,578.72,(3),70.4913,1494.07,5.661,(26),824.302,(5),none
11,4199.4,(17),26.1683,1458.97,16.72,(8),254.982,(13),none
12,9695.88,(27),17.2217,1351.43,31.5,(0),132.824,(20),none
13,3583.34,(15),28.3286,1239.27,11.57,(17),277.12,(10),none
14,9955.2,(28),16.9959,1212.63,23.68,(1),136.523,(19),none
15,11551.2,(29),15.7782,1032.16,23.4,(2),116.627,(27),none
16,2032.15,(11),37.6177,924.77,11.66,(16),255.133,(12),none
17,4485.28,(19),25.3207,862.765,14.66,(11),159.07,(17),none
18,7250.7,(26),19.915,840.371,18.8,(4),130.297,(23),none
19,4721.39,(20),24.6794,778.428,19.55,(3),132.545,(21),none
20,4971.41,(21),24.0508,746.906,16.31,(10),130.807,(22),none
21,7054.48,(25),20.19,714.221,16.4,(9),120.694,(25),none
22,2944.35,(14),31.2518,656.6,10.21,(20),193.797,(15),none
23,6069.45,(23),21.7668,646.412,11.99,(15),139.748,(18),none
24,3781.24,(16),27.5774,621.534,9.58,(21),162.27,(16),none
25,1834.13,(10),39.5963,619.494,7.55,(24),229.866,(14),none
26,5637.5,(22),22.5853,518.199,10.48,(19),120.16,(26),none
27,6368.57,(24),21.2495,517.837,14.5,(12),102.243,(29),none
28,2619.19,(12),33.1349,436.479,13.73,(13),124.647,(24),none
29,205.024,(2),118.432,98.8369,3.07,(28),106.562,(28),none
