Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,184.209,(1),124.944,19900.1,6.445,(60),12203.3,(0),none
1,1086.06,(8),51.4568,8699.38,12.42,(19),2204.89,(3),none
2,2093.31,(19),37.0641,6350.79,19.04,(6),1147.94,(9),none
3,799.997,(5),59.955,6341.42,9.672,(32),2665.1,(1),none
4,1401.44,(11),45.2984,6072.89,10.42,(26),1676.96,(5),none
5,6123.54,(48),21.6705,4609.42,32.82,(0),409.232,(23),none
6,957.764,(6),54.7949,4535.9,7.179,(49),2008.05,(4),none
7,1261.27,(10),47.7492,3427.11,8.0,(42),1445.18,(6),none
8,681.727,(4),64.9478,3211.78,4.054,(67),2242.0,(2),none
9,3809.65,(35),27.4743,3070.76,18.0,(8),583.623,(17),none
10,1515.04,(13),43.567,2980.85,7.26,(48),1218.22,(8),none
11,1792.56,(16),40.0528,2468.25,8.77,(38),949.283,(11),none
12,5886.86,(47),22.1018,2424.3,17.26,(9),387.664,(24),none
13,3738.98,(34),27.7328,2381.95,12.68,(17),548.12,(18),none
14,7475.06,(58),19.6138,2318.97,21.16,(1),309.351,(34),none
15,2924.55,(26),31.3574,2210.19,10.29,(29),638.794,(14),none
16,7051.27,(54),20.1946,2074.27,18.1,(7),318.227,(33),none
17,9051.06,(69),17.8246,1979.9,19.98,(3),264.348,(40),none
18,2046.09,(18),37.4893,1973.94,6.87,(55),782.004,(13),none
19,7553.58,(59),19.5116,1965.37,20.11,(2),294.703,(36),none
20,3204.86,(30),29.9547,1917.32,8.69,(39),588.43,(16),none
21,1424.44,(12),44.9312,1743.29,6.99,(53),954.069,(10),none
22,3458.76,(32),28.8343,1698.48,9.06,(37),510.526,(21),none
23,9377.16,(71),17.5119,1646.44,19.74,(4),235.505,(48),none
24,4187.84,(37),26.2044,1631.4,11.21,(24),428.644,(22),none
25,2412.54,(22),34.5249,1576.24,6.51,(59),633.067,(15),none
26,8554.15,(64),18.335,1556.85,16.76,(10),252.977,(44),none
27,8173.05,(61),18.7576,1527.35,19.33,(5),247.463,(46),none
28,5092.28,(44),23.7637,1474.86,11.25,(23),361.246,(27),none
29,2622.56,(25),33.1136,1406.49,7.6,(45),540.597,(19),none
30,8461.37,(63),18.4353,1398.77,14.29,(13),256.992,(42),none
31,1133.08,(9),50.3778,1139.62,3.67,(68),802.652,(12),none
32,5191.15,(45),23.5363,1136.15,15.88,(11),291.901,(37),none
33,310.775,(2),96.1937,983.5,2.85,(71),1314.8,(7),none
34,3541.25,(33),28.4965,974.852,6.63,(57),368.393,(26),none
35,4930.85,(42),24.1495,951.888,11.69,(21),281.121,(38),none
36,3184.43,(29),30.0507,887.095,5.97,(63),354.762,(28),none
37,2984.22,(27),31.0423,864.111,8.56,(41),354.519,(29),none
38,2541.45,(24),33.6379,853.088,7.06,(51),381.436,(25),none
39,4805.03,(41),24.4637,832.263,8.63,(40),260.754,(41),none
40,9289.32,(70),17.5945,804.936,13.84,(14),166.674,(54),none
41,9848.61,(72),17.0876,782.828,15.3,(12),158.404,(56),none
42,4251.78,(38),26.0066,748.868,7.87,(43),265.446,(39),none
43,7307.28,(56),19.8377,719.831,9.42,(35),190.119,(50),none
44,7782.04,(60),19.2231,675.086,12.48,(18),167.293,(53),none
45,2253.3,(21),35.724,644.764,7.69,(44),327.815,(32),none
46,2460.21,(23),34.1888,622.591,6.61,(58),305.562,(35),none
47,7126.0,(55),20.0885,620.833,9.53,(33),174.182,(52),none
48,6793.49,(52),20.5742,586.051,9.97,(30),162.377,(55),none
49,1655.33,(15),41.68,556.976,6.08,(61),333.486,(30),none
50,8895.39,(67),17.9799,546.461,11.49,(22),134.459,(61),none
51,8989.11,(68),17.8859,513.121,10.4,(27),130.162,(62),none
52,6479.33,(50),21.0671,472.284,9.91,(31),135.549,(59),none
53,6233.74,(49),21.4781,471.982,9.45,(34),148.758,(57),none
54,3134.63,(28),30.2884,466.695,6.0,(62),206.837,(49),none
55,2211.86,(20),36.0571,448.033,5.01,(66),250.053,(45),none
56,8316.92,(62),18.5947,438.117,13.11,(16),118.345,(66),none
57,423.331,(3),82.4194,424.306,3.416,(70),513.759,(20),none
58,8748.0,(66),18.1307,412.467,13.28,(15),107.29,(70),none
59,8605.97,(65),18.2797,407.721,11.96,(20),113.909,(68),none
60,1921.04,(17),38.6903,406.963,5.3,(64),235.811,(47),none
61,3234.5,(31),29.8172,392.153,7.28,(47),180.831,(51),none
62,7338.08,(57),19.796,363.294,10.32,(28),109.319,(69),none
63,5808.31,(46),22.2508,359.513,6.88,(54),121.337,(65),none
64,4549.33,(39),25.1418,359.259,7.58,(46),135.833,(58),none
65,6965.85,(53),20.3181,346.837,9.19,(36),102.418,(72),none
66,5056.54,(43),23.8475,341.919,6.81,(56),122.402,(64),none
67,6551.74,(51),20.9504,335.145,11.02,(25),103.936,(71),none
68,4617.77,(40),24.9548,316.084,7.05,(52),122.9,(63),none
69,4010.05,(36),26.779,314.572,7.17,(50),134.681,(60),none
70,999.043,(7),53.651,308.726,3.509,(69),253.037,(43),none
71,1553.55,(14),43.0236,145.388,5.02,(65),116.451,(67),none
72,101.951,(0),167.948,137.714,1.292,(72),332.887,(31),none
